"xod","yod","loc","size","jmangle","jmslope","region"
-30,42,0,1.72,NA,NA,NA
-18,42,1,1.72,NA,NA,NA
-6,42,2,1.72,NA,NA,NA
6,42,3,1.72,NA,NA,NA
18,42,4,1.72,NA,NA,NA
30,42,5,1.72,NA,NA,NA
-54,30,6,1.72,NA,NA,NA
-42,30,7,1.72,NA,NA,NA
-30,30,8,1.72,NA,NA,NA
-18,30,9,1.72,NA,NA,NA
-6,30,10,1.72,NA,NA,NA
6,30,11,1.72,NA,NA,NA
18,30,12,1.72,NA,NA,NA
30,30,13,1.72,NA,NA,NA
42,30,14,1.72,NA,NA,NA
54,30,15,1.72,NA,NA,NA
-54,18,16,1.72,NA,NA,NA
-42,18,17,1.72,NA,NA,NA
-30,18,18,1.72,NA,NA,NA
30,18,19,1.72,NA,NA,NA
42,18,20,1.72,NA,NA,NA
54,18,21,1.72,NA,NA,NA
-54,6,22,1.72,NA,NA,NA
-42,6,23,1.72,NA,NA,NA
-30,6,24,1.72,NA,NA,NA
30,6,25,1.72,NA,NA,NA
42,6,26,1.72,NA,NA,NA
54,6,27,1.72,NA,NA,NA
-54,-6,28,1.72,NA,NA,NA
-42,-6,29,1.72,NA,NA,NA
-30,-6,30,1.72,NA,NA,NA
30,-6,31,1.72,NA,NA,NA
42,-6,32,1.72,NA,NA,NA
54,-6,33,1.72,NA,NA,NA
-54,-18,34,1.72,NA,NA,NA
-42,-18,35,1.72,NA,NA,NA
-30,-18,36,1.72,NA,NA,NA
30,-18,37,1.72,NA,NA,NA
42,-18,38,1.72,NA,NA,NA
54,-18,39,1.72,NA,NA,NA
-42,-30,40,1.72,NA,NA,NA
-30,-30,41,1.72,NA,NA,NA
-18,-30,42,1.72,NA,NA,NA
-6,-30,43,1.72,NA,NA,NA
6,-30,44,1.72,NA,NA,NA
18,-30,45,1.72,NA,NA,NA
30,-30,46,1.72,NA,NA,NA
42,-30,47,1.72,NA,NA,NA
-42,-42,48,1.72,NA,NA,NA
-30,-42,49,1.72,NA,NA,NA
-18,-42,50,1.72,NA,NA,NA
-6,-42,51,1.72,NA,NA,NA
6,-42,52,1.72,NA,NA,NA
18,-42,53,1.72,NA,NA,NA
30,-42,54,1.72,NA,NA,NA
42,-42,55,1.72,NA,NA,NA
-18,-54,56,1.72,NA,NA,NA
-6,-54,57,1.72,NA,NA,NA
6,-54,58,1.72,NA,NA,NA
18,-54,59,1.72,NA,NA,NA
